first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
ANETA  ,Kozłowska,KS/375418/2013,2013-08-02,5094.0 PLN,KSIĘGOWOŚĆ,nie ma
Alina,Wiśniewska,KS/228541/2017 ,2017-04-13T00:00:00 ,6637.400000000001 złotych,KSIĘGOWOŚĆ,1
Aleksandra  ,Walczak,sp/819213/2014 ,2014-07-18,3267.8999999999996 złotych,SPRZEDAŻ,NIE MA
ROMUALD,Zalewski,ka/505909/2016,2016-08-06T00:00:00,5717.206 pln,KADRY  ,TAK
Irena,rutkowska,KS/658435/2018,2018-10-15,"5 796,0 pln",KSIĘGOWOŚĆ ,Nie 
Wioletta,Pawłowska,KA/417242/2009,2009-11-21,4096.650000000001 ZŁ, ,Fałsz
JULIA,wróbel,KS.515846.2012,2012-06-28,6575.0 ZŁ,KSIĘGOWOŚĆ,Fałsz
Stefania,Witkowska,SP/958809/2015,2015-05-14 ,4269.15 ZŁ,SPRZEDAŻ,false
Mieczysław,Urbański,KS_999949_2017,2017-10-30,4249.8 pln,KSIĘGOWOŚĆ,Fałsz
Karol,Duda,KA/620386/2015,2015/02/03,"4 684,1 zł",KADRY,nie
Roman,Walczak,MA/818164/2013,2013-04-24T00:00:00,5788.112000000001 PLN,MARKETING,tak 
Witold,,sp/828215/2015,2015-02-03,3176.5499999999997 pln,SPRZEDAŻ,nie
Jadwiga,Walczak,oc/729005/2011,2011/02/14,3774.1000000000004 pln,OCHRONA,False 
Antoni ,Kowalski  ,sp/764507/2012,2012-11-25,3850.935000000001 ZŁ,SPRZEDAŻ,ma
Sylwester,Sokołowski,IT.742198.2013 ,2013-08-02,"6 047,75 złotych",IT,NIE MA  
Regina,woźniak,LO_198998_2013,2013-06-13,3705.345 ZŁ,LOGISTYKA,NIE MA
łucja,Olszewska,ma/688197/2012,2012-11-25,"4 747,2 ZŁ",MARKETING,Nie
Rozalia,Jabłońska,KS-119840-2011,2011-04-05,7526.200000000001 PLN,KSIĘGOWOŚĆ,ma 
Ilona,GÓRSKA,za/329328/2012,2012-08-17,74747.5 pln,ZARZĄD,Nie
Edmund,KRUPA,ma/367113/2017,2017/06/02,3487.0400000000004 złotych,MARKETING,Fałsz
zofia,Sikora,SP/779331/2012,2012/11/25,4290.495000000001 złotych,SPRZEDAŻ,Tak
Iwona,Pietrzak,KA-658793-2012,2012-01-30T00:00:00,4527.55 PLN,KADRY,Nie
Zbigniew,Sadowski,sp/520016/2017  ,2017/07/22,3986.4000000000005 zł,SPRZEDAŻ,ma
Alfred,Marciniak,SP/490160/2009,2009/06/24,"4 896,0 ZŁ",SPRZEDAŻ,Fałsz
Urszula,Lewandowska,KA_187591_2015,2015-08-22T00:00:00,4707.8460000000005 PLN,KADRY,1
Marta     ,Pawłowska,ks/713375/2009,2009-10-02,7422.580000000001 złotych,KSIĘGOWOŚĆ,True
Feliks,Czarnecki  ,SP_694963_2009,2009-10-02,"3 449,7000000000003 pln",SPRZEDAŻ,0
Alfreda,Dąbrowska,ka/453988/2013,2013-01-14T00:00:00,4938.3 złotych,KADRY,nie ma
Mirosław,Nowak,SP/693297/2012,2012-10-06,4720.5 pln,SPRZEDAŻ,FAŁSZ
hanna,Michalska,MA/667812/2016 ,,5234.240000000001 złotych,MARKETING,MA
Mieczysław ,jaworski,LO_365347_2017 ,2017-07-22,"4 051,0800000000004 pln",LOGISTYKA,true
Romuald,Mazurek,SP.951467.2015,2015/02/03,4814.85 pln,SPRZEDAŻ,Fałsz
Jerzy,Witkowski  ,MA-263212-2017,2017/04/13,4497.6 PLN,MARKETING,FAŁSZ
Roman,Sadowski,ka/710631/2015,2015-05-14 ,"3 882,75 pln",KADRY,nie ma
Zygmunt,pawlak,sp/966823/2010,2010-01-10,4451.700000000001 PLN ,SPRZEDAŻ,MA
Teresa,Zielińska ,KA/315162/2015,2015-07-03,4250.5650000000005 zł,KADRY,tak
Gabriela,Szewczyk,lo/216773/2012,,4243.05 złotych,LOGISTYKA,Nie
Iwona,Wójcik,SP/910206/2015,2015-02-03,4918.650000000001 pln,SPRZEDAŻ,PRAWDA
Józef,Wysocki,MA.675413.2011,2011/04/05,4971.360000000001 zł,MARKETING,0
Karol,Głowacki,SP/108365/2012,2012-11-25,5631.450000000001 PLN  ,SPRZEDAŻ  ,true
Gertruda,Jabłońska,LO/646792/2015,2015-11-30,"3 356,5050000000006 ZŁ",LOGISTYKA,nie
Jolanta,Zając,MA/836494/2016,2016-11-14,3764.8 pln ,MARKETING,NIE MA
Bożena ,Wójcik,SP/119687/2011,2011-09-02,4540.8 zł ,SPRZEDAŻ,true
michał,gajewski,SP/928295/2011,2011/12/11 ,3949.5 zł,SPRZEDAŻ,false
marian  ,Bąk,LO/149795/2017,2017/06/02,"3 431,025 zł",LOGISTYKA,Fałsz
Aneta   ,Zielińska,lo/469753/2012,2012/06/28,2938.9500000000003 zł,LOGISTYKA,false
Lech  ,Dąbrowski,ka/682241/2016,2016/06/17,4622.1 zł  ,KADRY,NIE
Renata,Adamczyk,LO/876403/2013,2013/04/24,4503.262500000001 ZŁ,LOGISTYKA,Tak  
Wiesław,,sp/536262/2018,2018-08-26T00:00:00,"5 615,28 PLN",SPRZEDAŻ,Tak
Magdalena,Tomaszewska,ks/229581/2012,2012-08-17,5020.0 zł,KSIĘGOWOŚĆ,nie
Karol,Walczak,ka/117151/2011,2011-05-25,5389.505 ZŁ,KADRY,NIE
Edward,Kwiatkowski,MA.825942.2010,2010-09-17,6087.312000000001 pln,MARKETING,tak
Roman,Dudek,SP-504032-2011,2011-12-11,3957.0 ZŁ,SPRZEDAŻ,NIE
Lucjan  ,Marciniak,SP/225847/2011,2011-07-14  ,"4 560,0 ZŁ ",SPRZEDAŻ,Fałsz
Bronisław,Lewandowski,cz/171488/2017  ,2017-01-03   ,3280.2000000000003 pln,CZYSTOŚĆ ,TAK
Andrzej,Wojciechowski,MA/721594/2012,2012-01-30,"6 137,120000000002 zł",MARKETING,true
Lucjan ,Mazurek,ka/427991/2018,2018/07/07,4383.7255000000005 zł,KADRY,Tak
Marek ,adamczyk,MA/897276/2010  ,2010/11/06,4884.8 złotych,MARKETING,NIE MA
Aneta,kowalczyk,sp/264416/2017,2017-01-03,3874.2000000000003 pln,SPRZEDAŻ ,Prawda  
Edward,Szymański,KA/639329/2011,,3880.5800000000004 złotych,KADRY,
STEFAN,PAWLAK,cz/200764/2010   ,2010-07-29T00:00:00,3224.87 pln,CZYSTOŚĆ  ,PRAWDA
piotr,głowacki,MA-575253-2016,2016-06-17,4750.400000000001 PLN,MARKETING,Nie
Bernadeta ,Wróblewska,MA/834234/2012,,"5 964,640000000001 ZŁ",MARKETING,PRAWDA
Krystyna,Zielińska,ks/759963/2014,2014-02-18T00:00:00,7068.6 PLN,KSIĘGOWOŚĆ ,Prawda
ZBIGNIEW,Wójcik,sp/413632/2012,2012-06-28,4049.7600000000007 pln,SPRZEDAŻ,Tak
Stanisław,KAMIŃSKI,MA/753210/2017,2017-12-19,"5 819,616000000001 pln ",MARKETING,ma
Aleksander,Malinowski,OC/547978/2014,2014/12/15,3730.1000000000004 złotych,OCHRONA,Nie
Ewa,Ostrowska,MA/656785/2012,2012/03/20  ,4176.4800000000005 złotych,MARKETING ,tak
Bogdan,,KS/195740/2010,2010/04/20 ,7312.8 złotych,KSIĘGOWOŚĆ,tak
,NOWICKA,lo/784134/2014,2014/07/18  ,4574.5425000000005 złotych,LOGISTYKA,true
Tomasz  ,Ziółkowski,CZ.197616.2009,2009-10-02T00:00:00,3155.5 ZŁ,CZYSTOŚĆ,false
Antoni,Michalski ,LO/370237/2012,2012-08-17  ,4522.419000000001 PLN,LOGISTYKA ,TAK
Paweł,Nowak,SP/480546/2015 ,2015/02/03,4258.650000000001 pln,SPRZEDAŻ,TAK
Włodzimierz,Ostrowski,LO/788580/2011,2011-12-11,3566.7000000000003 ZŁ,LOGISTYKA  ,NIE
Jolanta,Majewska,lo/284736/2013,2013-06-13T00:00:00,3211.65 pln,LOGISTYKA,FAŁSZ
Henryk,Zając,KA/237068/2014 ,2014-04-09 ,4829.8 pln,KADRY,NIE
władysław,Włodarczyk,oc/443328/2009,2009/06/24,"3 515,27 zł",OCHRONA,False
Bogumiła,Górska,CZ/723335/2016,2016-04-28,2789.6000000000004 złotych,CZYSTOŚĆ,Prawda
Antonina,Kowalczyk,SP-330945-2009,2009-11-21,"4 909,5 pln",SPRZEDAŻ,NIE MA
Ludwika ,Walczak  ,sp/656946/2014,2014/07/18,"4 309,200000000001 zł",SPRZEDAŻ,nie
Bronisław ,Krupa,MA/660649/2012,2012-11-25,3796.8 PLN,MARKETING,Fałsz
Marzena,woźniak ,cz/455040/2015,2015-03-25,2156.9 zł,CZYSTOŚĆ,NIE MA
TOMASZ,Krupa ,lo/720365/2010,,"4 455,0 ZŁ",LOGISTYKA,NIE
Kazimierz,Kowalczyk,MA.756060.2009,2009-11-21,4935.68 pln,MARKETING,
Janusz,Kaczmarek,KS/882704/2010,2010-04-20T00:00:00,4363.2 ZŁ  ,KSIĘGOWOŚĆ,false
Mariola,Nowicka ,SP_840814_2011,2011-09-02,3509.2200000000007 PLN,SPRZEDAŻ,MA
Mirosław,Zakrzewski   ,LO_123895_2018,2018-02-07 ,"3 594,7395000000006 ZŁ",,1
Henryka,Stępień,CZ.930878.2017,2017-02-22,2211.7 PLN ,CZYSTOŚĆ ,NIE
Irena,Witkowska,ma/298251/2010,2010-03-01,4253.920000000001 złotych,MARKETING,1
RAFAŁ,Mazurek,lo/769244/2016,2016-04-28T00:00:00  ,4017.6675000000005 zł,LOGISTYKA,TAK
Irena,kaczmarek,SP/852378/2015,2015-10-11,4527.105 złotych,SPRZEDAŻ,PRAWDA
WIKTOR,Jakubowski,SP/254010/2016,2016-03-09,"4 372,5 złotych",SPRZEDAŻ,True
aniela,Ostrowska,KS/458768/2017 ,2017/01/03,6421.8 PLN,KSIĘGOWOŚĆ,Prawda
Wacław,Wasilewski,ma/730208/2014,2014/12/15,4456.16 zł,MARKETING,FAŁSZ
Antoni,TOMASZEWSKI,LO/556686/2018,2018-02-07T00:00:00,3458.7135000000007 złotych ,,1
Wiesław,Lewandowski,MA/817479/2016,2016-11-14,"4 570,080000000001 pln",MARKETING ,0
Mariusz,Mazurek,KS.516378.2014,2014-12-15,5690.0 zł,KSIĘGOWOŚĆ,NIE MA
Waldemar,Walczak ,KS-938917-2012,2012-11-25,6753.780000000001 pln,KSIĘGOWOŚĆ,ma
jarosław,Kwiatkowski,CZ/439912/2015,2015-08-22T00:00:00,3731.86 ZŁ,CZYSTOŚĆ,tak
Magdalena,Kowalska,lo/939402/2010,2010-09-17T00:00:00,4221.558000000001 ZŁ,LOGISTYKA,MA
Adela,Wojciechowska,IT/642206/2015,2015-11-30,6939.900000000001 ZŁ,IT ,Tak
Arkadiusz,Makowski ,SP/462982/2014,2014-05-29,4929.375 PLN,SPRZEDAŻ,PRAWDA
Robert ,KUBIAK,MA/901126/2011,2011/05/25,5007.040000000001 pln,MARKETING,NIE
JÓZEFA,Kozłowska,CZ/941597/2010,2010-12-26,2256.4 zł,CZYSTOŚĆ,Fałsz
Gertruda,pawłowska,SP/230921/2016,2016-03-09   ,5201.1 zł,,0
Alojzy ,,CZ/956777/2012,2012-11-25,"3 330,0 PLN",CZYSTOŚĆ,False
Andrzej,Jakubowski,CZ/286215/2016,2016-01-19,2266.3 pln,CZYSTOŚĆ,nie
Leon,Kubiak,cz/741946/2009,2009-11-21,3553.4400000000005 złotych,CZYSTOŚĆ,Tak
Zygmunt,Wojciechowski,CZ/749502/2013,2013-12-30T00:00:00,3218.0 złotych,CZYSTOŚĆ,nie
jarosław,nowakowski,ks/776011/2013,2013-04-24,6393.200000000001 pln,KSIĘGOWOŚĆ,Prawda
Tadeusz,dąbrowski,MA/831101/2018,2018-02-07T00:00:00,5595.200000000001 złotych,MARKETING,Fałsz
Władysława,Stępień,MA-152276-2017,,3891.3600000000006 pln,MARKETING,PRAWDA
Karol,Dudek,ma/420030/2011,2011-12-11,3939.2000000000003 pln,MARKETING,NIE
Helena,Nowak ,LO/382754/2009,2009-11-21,3891.145500000001 zł,LOGISTYKA,Prawda
Janina,Baran  ,SP/859689/2012,2012/05/09,3653.1000000000004 PLN,SPRZEDAŻ  ,1
Natalia,Piotrowska,SP/597869/2013,2013-04-24,5746.455 pln,SPRZEDAŻ,true
,Laskowski,CZ/524516/2017,2017/07/22,2926.0000000000005 zł,CZYSTOŚĆ,1
Wioletta,Wieczorek,KS_176637_2011,2011-05-25,4365.4 ZŁ,KSIĘGOWOŚĆ,NIE
Przemysław,Zieliński,KS-509798-2018,2018-10-15T00:00:00,"6 284,0 pln",KSIĘGOWOŚĆ,NIE MA
Janusz,Duda,MA/112126/2017,2017-04-13,4920.0 PLN,MARKETING,0
Franciszka,DUDEK,CZ/976403/2014,2014/05/29,3106.0 ZŁ,CZYSTOŚĆ,nie 
Bolesław ,Olszewski,LO/864946/2016,2016-09-25,4626.450000000001 ZŁ,LOGISTYKA,NIE
Zdzisław,zawadzki,ma/980766/2016,2016-09-25,4215.200000000001 pln,MARKETING,Tak
JAROSŁAW,ZAJĄC,MA/584913/2016,2016/06/17,4236.8 PLN,MARKETING,nie
Bożena,Kowalska,SP/253619/2013,2013-08-02T00:00:00,3783.0 złotych,SPRZEDAŻ,NIE
Alfreda,,cz/513408/2010,2010/12/26,3383.4900000000002 PLN,CZYSTOŚĆ,true
Lech,Zakrzewski,KA/325262/2011 ,2011-09-02T00:00:00,3825.2450000000003 ZŁ,KADRY   ,nie
Ireneusz,Pietrzak ,ma/419426/2015,2015/05/14,"5 516,544000000002 PLN",MARKETING,true
Eleonora,Jabłońska,MA/344180/2016,2016/03/09,4635.84 PLN,MARKETING,NIE
Róża,Adamczyk,cz/245644/2017,2017-09-10,"3 414,4 PLN",CZYSTOŚĆ,1
Teresa,STĘPIEŃ,SP/908699/2016,2016-03-09,4343.79 ZŁ,,True
Marzena,Michalska,SP.202420.2011,2011-02-14T00:00:00  ,"3 927,0 PLN",SPRZEDAŻ,FAŁSZ
BERNADETA,Tomaszewska,KS/960319/2010,2010-11-06,6814.0 PLN ,KSIĘGOWOŚĆ,false
Edward,Głowacki,MA/265141/2010,2010-06-09,"4 371,2 pln     ",MARKETING,nie
Cezary,Tomaszewski,ks/720409/2013,2013-01-14,4648.820000000001 zł,KSIĘGOWOŚĆ,Tak
Zbigniew,Zając  ,sp/848176/2012 ,2012-10-06T00:00:00,3222.8999999999996 pln,SPRZEDAŻ,Nie
Alfred,Kalinowski,KS/699685/2009,2009-10-02T00:00:00,5020.0 pln  ,KSIĘGOWOŚĆ,
Janusz,maciejewski,MA/442914/2017,2017-06-02,4931.200000000001 PLN,MARKETING ,Nie
Lucjan,Mazur,sp/574887/2014,2014/02/18,"3 619,5 ZŁ",SPRZEDAŻ,FAŁSZ
Marianna,Malinowska  ,ma/391765/2017,2017-06-02,6112.4800000000005 zł,MARKETING,True
WALDEMAR,Szewczyk  ,sp/590534/2013,2013/06/13,5100.150000000001 PLN,SPRZEDAŻ,Tak   
Alfreda,Adamczyk,SP.292520.2017,2017-01-03T00:00:00,5080.5 pln,SPRZEDAŻ,NIE
Tadeusz,walczak,MA_224851_2017,2017/02/22,"4 392,96 ZŁ",MARKETING,Nie
,Kowalska,lo/777607/2013    ,2013/01/14,4569.345000000001 ZŁ ,LOGISTYKA,TAK
Władysław,Kamiński,SP/668194/2013,2013-01-14,5228.685 pln,SPRZEDAŻ,tak  
Bogdan,Górski,SP/182652/2009 ,2009-08-13,3835.5 pln,SPRZEDAŻ,NIE
ALICJA,Pietrzak,ka/184001/2012,2012-08-17,3776.916 zł,KADRY,Tak
ludwik,Sawicki,KA/172457/2014,2014/12/15,"5 192,5 pln",KADRY,False
Mirosław,Pietrzak ,SP/320584/2009,2009/10/02,4062.0 pln,SPRZEDAŻ,NIE MA
Adam,Pawłowski,LO/735487/2011,2011/04/05,4173.147 ZŁ,LOGISTYKA,Tak
Barbara,WITKOWSKA,CZ/938581/2017,2017-02-22,3187.9100000000003 PLN,CZYSTOŚĆ,Prawda
Natalia,Nowak ,SP/153903/2015,2015-02-03,"3 902,25 ZŁ",SPRZEDAŻ,NIE MA
sabina,Kowalska,ks/345023/2014,2014-09-06,"6 014,4 zł",KSIĘGOWOŚĆ,NIE MA
Zbigniew,Pawlak ,sp/801583/2014,2014-12-15T00:00:00,4768.799999999999 PLN,SPRZEDAŻ,0
Agata,Pawlak,SP.164085.2014,2014-10-26T00:00:00,4659.765 PLN,SPRZEDAŻ,Prawda
Adam,Nowakowski  ,ma/458020/2013,2013/12/30,4275.84 zł,MARKETING,false
Monika,STĘPIEŃ,oc/241491/2011,2011-09-02 ,3677.3 złotych,OCHRONA,nie
ROMUALD,Adamczyk,CZ/348868/2009,2009-11-21,2675.0 złotych,CZYSTOŚĆ ,Fałsz
Zdzisława,Adamczyk,LO-316588-2011 ,2011-12-11,4428.0 ZŁ,LOGISTYKA,false
Edward,Kołodziej,KS/303595/2013,2013/12/30,4377.0 pln,KSIĘGOWOŚĆ,Nie
Eleonora,KWIATKOWSKA,KA/895624/2017,2017-01-03,3293.75 pln,KADRY,false
JANUSZ,Kucharski  ,KA/863980/2016,2016/08/06,3660.6349999999998 ZŁ,KADRY,false
marcin,Walczak,ZA-973480-2015,2015-05-14 ,82800.0 złotych,ZARZĄD,0
marian  ,Bąk,LO_149795_2017,2017/06/02,"3 431,025 zł",LOGISTYKA,Fałsz
Wacław,Nowicki,KS/973903/2015,2015/08/22,5717.8 ZŁ,KSIĘGOWOŚĆ,MA
Grzegorz,Michalski,KA_304951_2014,2014-12-15,5122.75 ZŁ,KADRY,nie
antoni,Sokołowski,LO/744762/2016,2016-11-14,3537.0000000000005 PLN  ,LOGISTYKA,NIE MA
Daniela,Zielińska,KS/961865/2015,2015-02-03T00:00:00,4248.8 pln,KSIĘGOWOŚĆ,Nie
Ludwik,Mazur ,MA/677927/2017,2017/06/02,4689.6 złotych,MARKETING,NIE MA
Anna,Wróblewska,SP_158153_2012,2012-11-25,5643.99 ZŁ,SPRZEDAŻ,Prawda
Ludwik,Jasiński,ka/565838/2014,2014/10/26,5013.01 ZŁ,KADRY,NIE MA  
Mieczysława,JABŁOŃSKA,sp/528572/2015,2015-02-03,4177.35 pln ,SPRZEDAŻ,Nie
Zdzisław,Krupa,ks/446862/2015,2015-08-22,6768.8 złotych,KSIĘGOWOŚĆ,FAŁSZ
Władysław ,nowicki,KS_615315_2011,2011-02-14,5724.0 pln,KSIĘGOWOŚĆ,NIE
Wioletta,Jasińska,SP/215211/2017,2017-10-30,"5 327,685 ZŁ",SPRZEDAŻ,true
ALOJZY ,Tomaszewski,ks/407984/2012,2012-11-25T00:00:00,"6 276,0 zł",KSIĘGOWOŚĆ,0
Władysław,Włodarczyk,sp/414895/2012,2012/06/28,4831.860000000001 pln,SPRZEDAŻ,PRAWDA
Aldona,WITKOWSKA ,LO/603786/2017 ,2017-12-19,"4 557,6 pln",LOGISTYKA ,False
Wioletta,Wieczorek,SP/883537/2009,2009/10/02,"5 052,15 ZŁ",SPRZEDAŻ,False
Grzegorz,Michalak,MA/241424/2011,2011-02-14T00:00:00,5230.56 pln,MARKETING,
Jarosław,Urbański,LO/775149/2016,2016-09-25,4199.580000000001 PLN,LOGISTYKA,
   ,wiśniewski,CZ.608571.2010,2010-07-29,2117.0 PLN,CZYSTOŚĆ,NIE MA
krystyna,Nowak,ma/904365/2009,2009-10-02T00:00:00,3577.2800000000007 ZŁ,MARKETING,nie ma
Jarosław,Kołodziej,cz/689822/2017,2017-07-22T00:00:00,2117.2 pln,CZYSTOŚĆ,FAŁSZ
BERNADETA,wieczorek,ka/643261/2011,2011-02-14,"4 502,595 ZŁ",KADRY,0
Julia,Kaczmarek,CZ/222193/2010,2010-12-26,"2 545,0 pln ",CZYSTOŚĆ,0
Bogdan,Szewczyk,KS/506989/2018 ,2018-08-26,6246.0 pln,KSIĘGOWOŚĆ,nie ma
WŁADYSŁAW,Krawczyk  ,KA/333799/2013,2013-08-02T00:00:00,5107.839000000001 PLN,KADRY ,1
Witold  ,Laskowski,SP.640678.2012,2012/08/17,3277.5 ZŁ,SPRZEDAŻ,Fałsz
Ilona,Dąbrowska,SP/548067/2013,2013/08/02,4299.75 ZŁ,SPRZEDAŻ,nie ma
bogumiła,Dąbrowska,KS/742626/2013,2013-06-13,7288.6 złotych,KSIĘGOWOŚĆ,Prawda
Alicja,Pietrzak,MA/469315/2011,2011-12-11  ,5341.6 złotych,MARKETING,true
Danuta,PAWŁOWSKA,sp/966352/2013,2013-12-30T00:00:00,4587.0 zł,SPRZEDAŻ,false
Grzegorz,Zając,CZ/786306/2013,2013/04/24,3006.4100000000003 ZŁ,CZYSTOŚĆ,MA
Witold,król,LO/646978/2016,2016-09-25,4313.25 zł,LOGISTYKA ,false
Teresa ,wróbel,CZ-434892-2012,2012-01-30,3304.4 ZŁ,CZYSTOŚĆ,Prawda 
Gertruda,Olszewska,sp/863289/2010,2010-04-20T00:00:00,5242.545000000001 PLN,SPRZEDAŻ,PRAWDA
tadeusz,Marciniak,MA/662068/2017,2017-10-30T00:00:00,4144.16 pln,MARKETING,False
Alojzy ,Pawłowski ,sp/433142/2012 ,2012-10-06,5035.8 PLN,SPRZEDAŻ,true
Magdalena,Górska,IT_686708_2013,2013/12/30,7504.0 złotych,,nie
Agata,Kaczmarek,KA/779870/2016,2016-11-14,3335.6 PLN,KADRY,NIE
Eugenia,michalak,lo/188738/2014,2014-10-26,4732.6950000000015 ZŁ,LOGISTYKA  ,MA
Ludwik,Kalinowski,MA-203695-2015,2015-02-03,4588.0 zł,MARKETING,Nie
bogusław,lis,oc/446868/2010,  ,3758.37 PLN,OCHRONA,0
Wiktor,Kwiatkowski,lo/472974/2010,2010-06-09T00:00:00,3407.4 pln,LOGISTYKA,0
KRYSTYNA,Szymańska  ,SP/511649/2012,2012/03/20,4356.0 pln  ,SPRZEDAŻ,False
Julia,Dudek,KS-186210-2011,2011-10-22,6745.0 PLN,KSIĘGOWOŚĆ,
Alfred,Ostrowski,IT/145684/2013,2013-09-21T00:00:00,"5 670,0 ZŁ ",IT,NIE
,KRAJEWSKI ,SP_961963_2018,2018-02-07,5396.49 ZŁ,SPRZEDAŻ,1
Marek,Kalinowski   ,CZ/803681/2017,2017/12/19,"2 301,0 złotych",CZYSTOŚĆ,NIE
PAWEŁ,Jakubowski ,ma/403437/2014,2014-02-18,4177.6 złotych,MARKETING,nie ma
robert,Kowalczyk,OC/600629/2009, ,3185.6000000000004 pln,OCHRONA,NIE
CEZARY,zając,SP/153056/2010,2010-03-01T00:00:00,5438.400000000001 ZŁ,SPRZEDAŻ,tak
Stanisław ,Mazurek ,MA/179610/2017,2017-06-02T00:00:00,"5 148,352 złotych",MARKETING,ma
Artur,KAMIŃSKI,OC/928046/2009,2009/10/02  ,3794.6810000000005 ZŁ,,True
Marian,Jankowski,KS/497122/2015,2015-08-22,"4 822,2 pln",,nie
Ryszard,Grabowski,SP/593723/2011,2011-04-05T00:00:00,4956.6 złotych,SPRZEDAŻ,ma
Krzysztof,Urbański,MA/411158/2012,2012-05-09,4452.8 ZŁ,MARKETING,Fałsz
Alfreda,Jasińska,KA/684915/2011,2011-09-02,4883.12 ZŁ,KADRY,Nie
Róża,Kwiatkowska,KA.399457.2016,2016-01-19,5506.6385 zł,KADRY ,TAK
MARIUSZ,Sokołowski,KS/701698/2013 ,2013-08-02,4276.0 zł,KSIĘGOWOŚĆ,Fałsz  
Wiktor,Wróblewski,SP/871463/2009,2009/06/24,4374.15 zł,SPRZEDAŻ,nie ma
Paweł,Szulc,KA_680730_2012,2012-05-09,5405.9349999999995 PLN,KADRY,FAŁSZ
ANETA,Adamczyk,CZ_325039_2012,2012-01-30,3083.3 złotych,CZYSTOŚĆ,Tak
Irena,ostrowska,OC_215195_2016,2016-09-25,3843.323000000001 pln,OCHRONA,1
Paweł  ,Wilk,KS/605027/2015,2015-02-03,5904.0 PLN,KSIĘGOWOŚĆ,nie
Grzegorz,Krajewski  ,oc/760319/2015  ,2015-05-14,3627.0960000000005 zł,OCHRONA,tak
Janusz,pietrzak  ,MA/655286/2015,2015-05-14 ,5149.936000000001 pln  ,MARKETING ,TAK
Urszula,Król,CZ/377691/2016,2016-03-09,3770.8 pln,CZYSTOŚĆ,Tak
michał  ,Wysocki,ka/564201/2016,2016-08-06,5337.89 złotych ,KADRY,0
Ewa,NOWAK,sp/343183/2010,2010-12-26,4248.0 ZŁ,SPRZEDAŻ,Nie
Jarosław,Kołodziej,MA/912198/2011,2011-07-14,4296.0 pln,MARKETING,Fałsz
Ryszard,nowakowski  ,ks/880174/2014,2014-04-09,6625.2 PLN,KSIĘGOWOŚĆ,false 
Wanda,Grabowska,LO/641797/2016,2016-09-25,3711.8250000000003 zł,LOGISTYKA,False
,Zakrzewski,LO/614327/2016 ,2016/08/06,3765.5145000000007 zł,LOGISTYKA,True
Zdzisław,Ostrowski,LO_995100_2012 ,2012-05-09T00:00:00,2986.2000000000003 złotych,LOGISTYKA,0
Sylwester,Zawadzki,LO/567019/2010,2010-09-17,"3 684,15 PLN",LOGISTYKA,nie
Danuta,Baran,cz/643203/2010,2010-03-01T00:00:00,2914.8900000000003 złotych,CZYSTOŚĆ,Tak 
RAFAŁ,sawicki,CZ/874937/2017,2017-02-22,2789.0 złotych,CZYSTOŚĆ,false
Justyna,Tomaszewska,ks/568618/2014,2014/12/15,6137.8 pln,KSIĘGOWOŚĆ,false
Wiktor,Gajewski,CZ/209256/2013,2013-04-24,3462.0 zł,CZYSTOŚĆ,False
Bogumiła,tomaszewska,KA/819056/2016,2016-03-09T00:00:00,5440.655000000001 zł,KADRY,PRAWDA
Zygmunt,Jaworski,KS/936155/2009,2009-08-13T00:00:00,6331.8 zł,KSIĘGOWOŚĆ,
Rafał,Wieczorek,CZ-849530-2010,2010-06-09,2208.0 PLN,CZYSTOŚĆ,FAŁSZ
Franciszek,LEWANDOWSKI,lo/439639/2009,2009/10/02 ,"5 054,940000000001 pln",LOGISTYKA,PRAWDA 
Regina,Michalak,MA/884381/2011,2011-02-14,"3 722,4 zł",MARKETING,
ZDZISŁAW,Pietrzak,KS/843799/2018,2018-08-26,6128.8 PLN,KSIĘGOWOŚĆ ,False
Regina,Majewska,MA/850687/2010,2010/09/17,5019.200000000001 ZŁ,MARKETING,nie
Jarosław,Ostrowski,LO/594244/2015,2015-10-11,"3 358,0305000000008 pln",LOGISTYKA,Tak
Paweł,Mazurek,LO/267227/2014,2014-12-15,3819.15 PLN,LOGISTYKA,Nie
Wiktoria,Zając,KA.905027.2012,2012-01-30,4712.465 złotych,KADRY,False
Beata,Szymańska,ma/639637/2017,2017/01/03,5424.64 PLN ,MARKETING,FAŁSZ
Sabina,Woźniak,CZ/826976/2009,2009-10-02,2709.2 PLN,CZYSTOŚĆ,FAŁSZ
Bogumiła ,  ,SP.723956.2017,2017-10-30,4620.0 ZŁ,SPRZEDAŻ,MA
ZENON,Dudek,ks/262102/2018,2018-02-07,6234.0 złotych,KSIĘGOWOŚĆ,Nie
Marianna,DUDEK,MA/351666/2012  ,2012-06-28,3379.2000000000003 złotych,MARKETING,Nie
Daniela,Nowicka,KA/894289/2010,2010-12-26,5595.81 pln,KADRY,MA
Michał,Nowicki,cz/446510/2017,2017-12-19T00:00:00,3090.5 zł,CZYSTOŚĆ,False
ALFRED,SZYMAŃSKI,ma/442511/2013,2013-08-02T00:00:00,4298.624000000001 zł,MARKETING,true
Wacław,wróbel,KA/297963/2011,2011-07-14,4988.985 pln,KADRY,0
Tadeusz,Tomaszewski,ks/831243/2018,2018-02-07T00:00:00,5959.2 PLN,KSIĘGOWOŚĆ,0
